bin_low,bin_high,count,dir_acc,mae_open,mae_high,mae_low,mae_close
0.0,0.55,6,0.5,3.9484660625457764,11.77825927734375,5.158467769622803,12.609416007995605
0.55,0.65,50,0.52,8.331403732299805,17.596242904663086,10.035802841186523,22.32321548461914
0.65,0.75,36,0.5,6.213300704956055,23.822988510131836,11.36726188659668,32.32854080200195
0.75,0.8,0,,,,,
0.8,0.85,0,,,,,
0.85,0.9,0,,,,,
0.9,0.95,0,,,,,
0.95,1.01,0,,,,,
