bin_low,bin_high,count,dir_acc,mae_open,mae_high,mae_low,mae_close
0.0,0.55,31,0.41935483870967744,4.56728458404541,7.259490013122559,8.099246978759766,8.946891784667969
0.55,0.65,41,0.43902439024390244,4.851961612701416,8.129656791687012,8.811395645141602,11.637883186340332
0.65,0.75,14,0.42857142857142855,4.445059776306152,7.3675971031188965,11.112104415893555,14.80780029296875
0.75,0.8,4,0.5,41.3870849609375,38.78668212890625,33.574951171875,28.218719482421875
0.8,0.85,3,0.0,2.0772705078125,12.374430656433105,16.989501953125,32.1732177734375
0.85,0.9,2,0.5,1.04931640625,11.12066650390625,20.10247802734375,31.21746826171875
0.9,0.95,1,1.0,6.2430419921875,8.599609375,12.6383056640625,15.5084228515625
0.95,1.01,0,,,,,
