bin_low,bin_high,count,dir_acc,mae_open,mae_high,mae_low,mae_close
0.0,0.55,16,0.25,9.16571044921875,13.956680297851562,20.01044464111328,25.899246215820312
0.55,0.65,45,0.4444444444444444,10.752704620361328,16.444374084472656,13.348440170288086,19.078962326049805
0.65,0.75,27,0.3333333333333333,10.575122833251953,12.475590705871582,11.328568458557129,18.41257095336914
0.75,0.8,4,0.5,6.857635498046875,9.23394775390625,15.860382080078125,28.939056396484375
0.8,0.85,3,0.6666666666666666,14.406657218933105,17.22953224182129,16.16996192932129,19.78194236755371
0.85,0.9,0,,,,,
0.9,0.95,0,,,,,
0.95,1.01,0,,,,,
