timestamp,open,high,low,close,volume
1756698300,1356.0,1357.0,1340.6,1349.8,1460385
1756698900,1349.8,1353.0,1348.7,1351.6,486186
1756699500,1351.4,1353.0,1350.5,1352.8,277044
1756700100,1352.9,1353.9,1351.2,1353.9,330541
1756700700,1354.0,1354.0,1350.5,1351.1,280109
1756701300,1351.1,1352.4,1350.1,1351.3,158748
1756701900,1351.4,1353.0,1350.8,1351.5,201864
1756702500,1351.9,1353.5,1350.8,1351.7,207657
1756703100,1351.8,1353.1,1351.1,1352.3,207053
1756703700,1352.3,1353.3,1351.0,1352.1,473923
1756704300,1351.6,1353.8,1351.0,1353.7,130329
1756704900,1353.6,1353.8,1351.6,1352.6,103289
1756705500,1352.7,1352.9,1350.7,1351.0,157881
1756706100,1351.0,1352.0,1350.8,1351.7,128882
1756706700,1351.2,1352.0,1350.0,1350.7,137865
1756707300,1350.6,1351.0,1348.6,1349.8,253705
1756707900,1349.8,1351.9,1349.5,1351.7,165065
1756708500,1351.7,1353.5,1351.4,1353.0,273172
1756709100,1353.0,1353.9,1351.7,1353.8,280473
1756709700,1353.9,1358.0,1353.3,1357.7,509799
1756710300,1357.7,1359.0,1355.2,1357.5,231879
1756710900,1357.5,1358.4,1355.9,1356.7,198328
1756711500,1356.8,1357.0,1354.7,1356.6,169936
1756712100,1356.7,1357.2,1355.3,1356.9,160107
1756712700,1356.9,1357.4,1355.9,1357.0,283212
1756713300,1357.0,1360.9,1356.3,1360.5,299485
1756713900,1360.6,1363.2,1360.5,1361.8,306904
1756714500,1361.8,1362.8,1360.8,1361.7,176141
1756715100,1361.7,1362.9,1361.4,1361.9,165811
1756715700,1361.5,1362.8,1360.0,1360.1,231462
1756716300,1360.1,1360.3,1358.5,1359.8,180648
1756716900,1359.9,1359.9,1356.9,1357.4,220400
1756717500,1357.4,1357.5,1354.0,1354.2,232190
1756718100,1354.2,1356.1,1353.6,1355.7,259969
1756718700,1355.6,1356.7,1354.3,1355.8,327889
1756719300,1355.9,1356.1,1352.7,1353.1,573776
1756719900,1353.2,1355.1,1352.4,1355.0,730394
1756720500,1355.1,1355.6,1353.6,1355.0,258840
1756784700,1354.8,1378.6,1354.5,1370.4,1419718
1756785300,1370.8,1380.6,1370.3,1377.6,728013
1756785900,1377.6,1381.0,1375.0,1377.5,351386
1756786500,1377.5,1382.8,1377.3,1382.0,231154
1756787100,1382.0,1384.5,1381.0,1384.0,413757
1756787700,1384.2,1384.3,1379.0,1379.2,232726
1756788300,1379.2,1379.8,1376.0,1376.2,180728
1756788900,1376.5,1378.4,1375.7,1377.2,150762
1756789500,1377.2,1380.0,1376.1,1379.7,183729
1756790100,1379.9,1380.6,1379.2,1380.0,143843
1756790700,1380.0,1382.4,1379.2,1381.5,338265
1756791300,1381.8,1384.0,1381.2,1382.6,423698
1756791900,1382.5,1384.3,1381.5,1382.5,351015
1756792500,1382.6,1382.9,1379.5,1380.4,415160
1756793100,1380.7,1381.0,1378.5,1379.3,165075
1756793700,1379.2,1380.0,1378.4,1379.4,197680
1756794300,1379.4,1380.0,1377.5,1379.1,109630
1756794900,1379.3,1379.9,1376.2,1376.7,163338
1756795500,1376.9,1377.4,1375.0,1376.9,126982
1756796100,1376.5,1378.2,1375.1,1377.7,206110
1756796700,1378.0,1379.5,1376.7,1377.0,337046
1756797300,1377.4,1378.9,1376.8,1378.4,202439
1756797900,1378.4,1380.0,1378.0,1379.0,248855
1756798500,1379.0,1379.0,1375.3,1376.4,192829
1756799100,1376.4,1377.3,1373.0,1373.6,327001
1756799700,1373.5,1375.1,1372.7,1373.4,149759
