timestamp,open,high,low,close,volume
1506988800,140.0,140.79,139.67,140.33,5038693
1507075200,140.33,141.0,139.33,140.04,6354854
1507161600,139.88,143.0,139.83,142.58,13895436
1507248000,142.71,148.33,142.63,146.71,18944219
1507507200,145.79,148.0,145.13,145.75,6961627
1507593600,145.75,146.54,145.25,146.25,5929921
1507680000,146.75,147.71,145.21,145.71,5036053
1507766400,145.83,149.08,145.83,147.25,19542392
1507852800,148.33,148.67,145.67,146.54,6797923
1508112000,146.67,147.63,145.75,146.21,2658920
1508198400,146.42,147.08,144.79,146.58,23635226
1508284800,146.92,150.0,145.83,148.38,8205377
1508371200,148.67,148.75,145.17,145.88,556915
1508716800,145.88,148.25,144.71,147.46,6443756
1508803200,147.5,152.42,146.88,151.38,14176243
1508889600,151.58,154.46,151.5,152.79,10983906
1508976000,152.71,154.25,152.08,153.88,11019600
1509062400,153.75,156.67,151.04,151.63,7227377
1509321600,151.75,152.63,151.75,152.17,5224492
1509408000,152.5,152.67,150.08,151.04,9992201
1509494400,151.0,153.75,150.04,150.63,9539526
1509580800,147.58,150.71,147.42,150.21,7958056
1509667200,149.17,153.25,149.17,151.63,10815914
1509926400,151.58,151.58,148.88,149.38,4282537
1510012800,149.75,150.67,147.63,148.67,10390363
1510099200,148.25,149.33,146.54,146.96,7184114
1510185600,147.13,149.79,147.13,148.38,5041655
1510272000,148.21,148.67,146.29,147.13,6573186
1510531200,148.38,149.13,146.88,147.46,5605168
1510617600,147.92,151.54,146.88,147.54,11136588
1510704000,147.04,147.46,144.63,145.17,8244418
1510790400,146.25,148.67,145.08,147.04,8639273
1510876800,148.42,150.04,146.75,147.96,8639323
1511136000,147.63,150.96,147.63,150.38,5624825
1511222400,150.67,154.83,150.5,152.46,12956513
1511308800,153.38,154.17,150.96,151.54,7199914
1511395200,151.58,152.08,149.13,150.33,6313909
1511481600,150.0,151.46,149.25,150.25,4985976
1511740800,150.0,155.71,149.67,155.29,12239492
1511827200,154.96,154.96,151.96,152.33,21490924
1511913600,153.17,153.67,151.33,151.67,14803374
1512000000,150.83,152.54,149.96,150.96,21081258
1512086400,152.33,153.08,150.42,151.08,5247830
1512345600,151.58,151.88,149.71,150.17,10381373
1512432000,149.63,149.63,146.92,147.58,9543514
1512518400,146.71,148.13,145.58,146.38,10349719
1512604800,147.5,151.21,145.92,150.25,13097042
1512691200,148.42,151.38,148.38,150.33,13832593
1512950400,151.33,151.67,148.08,148.63,8522902
1513036800,148.08,148.21,145.75,146.58,9448897
1513123200,147.25,147.5,146.13,146.71,8234570
1513209600,146.75,148.25,144.63,147.75,8551278
1513296000,148.42,148.83,146.75,147.88,6455801
1513555200,146.17,148.54,144.88,148.13,6610290
1513641600,148.21,150.29,147.46,150.04,7419950
1513728000,150.17,150.33,148.08,148.71,5873828
1513814400,149.04,150.29,148.75,150.08,6576799
1513900800,149.58,150.54,149.33,149.79,3793356
1514246400,150.42,150.42,147.42,148.71,11741057
1514332800,148.71,150.25,147.17,147.92,7842160
1514419200,148.25,148.92,146.29,146.79,17995457
1514505600,147.46,148.54,146.5,147.5,8900653
1514764800,147.54,147.79,146.42,147.13,6689762
1514851200,147.33,149.38,147.13,149.08,10171537
1514937600,149.58,150.25,147.29,147.54,12409998
1515024000,147.88,148.25,147.13,147.58,8712322
1515110400,147.75,148.54,147.08,147.92,12431070
1515369600,148.0,148.75,147.42,148.04,7290126
1515456000,148.25,148.67,146.46,147.25,7868696
1515542400,146.83,147.33,144.5,144.96,9836608
1515628800,145.0,145.75,144.17,144.58,6643372
1515715200,144.75,145.08,143.17,143.75,8369302
1515974400,144.17,146.17,143.17,144.13,5463838
1516060800,144.67,145.5,142.17,144.38,10138001
1516147200,144.33,145.71,142.38,145.21,7596332
1516233600,145.71,145.71,143.04,143.46,8280382
1516320000,143.38,144.54,141.83,143.96,3836698
1516579200,144.17,144.42,142.88,143.67,5422626
1516665600,143.42,146.88,143.42,143.92,6478592
1516752000,143.88,145.58,143.0,145.0,11677422
1516838400,144.63,146.25,142.83,143.29,13565393
1517184000,143.33,143.96,142.08,142.54,12918822
1517270400,142.54,143.75,141.5,141.92,9204886
1517356800,141.67,142.46,140.63,141.88,7820538
1517443200,141.04,141.5,139.5,140.88,11024756
1517529600,139.58,140.46,137.33,137.67,4803743
1517788800,135.0,139.5,135.0,138.54,7129994
1517875200,135.0,138.33,134.38,137.75,4853142
1517961600,137.08,138.54,132.38,137.88,11374195
1518048000,137.88,138.13,135.83,136.42,7486768
1518134400,135.38,136.71,133.75,136.04,4518222
1518393600,136.5,137.75,135.08,137.42,10466477
1518566400,137.5,138.08,135.13,135.79,4921964
1518652800,136.21,136.96,135.54,136.0,2581964
1518739200,136.25,136.5,135.04,135.67,7340724
1518998400,136.13,136.38,134.54,135.75,2634882
1519084800,135.29,137.58,135.08,136.83,6225978
1519171200,137.5,137.5,134.58,135.25,9316350
1519257600,134.92,135.25,133.46,133.96,5934737
1519344000,134.21,136.67,134.04,136.29,4571213
1519603200,136.33,136.38,134.58,135.79,3486712
1519689600,136.67,138.33,135.46,137.96,3844933
1519776000,136.67,137.67,135.46,136.04,5257829
1519862400,136.42,136.46,135.0,135.83,2576112
1520208000,134.58,137.58,133.38,136.08,3945470
1520294400,136.92,137.46,135.17,136.13,6137705
1520380800,135.83,137.25,134.92,136.25,3130801
1520467200,136.67,138.33,135.21,137.75,5446693
1520553600,137.58,137.75,135.46,137.0,4485286
1520812800,137.33,143.96,136.75,142.63,3493402
1520899200,141.17,142.29,139.42,141.17,3752316
1520985600,141.08,141.79,140.13,141.42,4448884
1521072000,140.83,141.79,139.42,141.58,4383296
1521158400,139.83,141.21,136.38,137.38,14854450
1521417600,137.5,139.92,136.38,139.17,6026004
1521504000,138.67,139.42,137.21,138.67,3780434
1521590400,139.58,142.38,138.04,141.96,6866022
1521676800,140.83,142.67,140.42,142.46,4472314
1521763200,140.75,143.17,140.25,141.71,10827793
1522022400,141.63,142.5,140.63,141.54,6600055
1522108800,141.88,142.92,140.38,142.54,4195294
1522195200,142.25,142.5,138.71,141.42,10138818
1522627200,141.58,142.38,140.08,142.0,3367126
1522713600,142.33,143.25,140.5,141.13,4460794
1522800000,140.96,141.13,137.92,138.79,3998232
1522886400,139.17,141.46,139.0,140.79,3916746
1522972800,140.33,141.67,139.29,141.21,3134724
1523232000,140.83,142.04,140.38,141.38,3930803
1523318400,141.58,142.0,140.13,140.33,2607238
1523404800,141.08,142.17,139.75,140.42,6787895
1523491200,140.08,141.54,139.46,141.25,6867020
1523577600,141.33,143.08,140.96,142.46,3483164
1523836800,141.33,145.75,141.33,145.08,3694548
1523923200,145.38,148.17,145.08,147.46,6699236
1524009600,147.08,150.0,146.96,148.79,4948994
1524096000,149.17,149.67,147.5,147.96,3141239
1524182400,148.29,148.29,144.38,145.29,3495887
1524441600,145.04,146.25,144.29,144.67,3569026
1524528000,144.63,145.54,143.42,144.04,2003576
1524614400,144.0,144.04,141.25,143.21,5424140
1524700800,143.88,144.88,141.29,143.33,5347538
1524787200,143.83,143.96,141.17,142.29,9327048
1525046400,142.67,144.29,141.5,143.46,2290147
1525219200,143.96,143.96,141.5,142.0,2610385
1525305600,142.29,146.83,141.71,145.25,3549041
1525392000,145.17,145.17,142.17,142.42,3371296
1525651200,142.63,143.58,141.67,142.08,5823535
1525737600,142.54,143.33,141.88,142.83,3453937
1525824000,142.13,143.67,141.58,142.0,10928712
1525910400,142.83,143.08,139.88,140.42,9844190
1525996800,140.0,141.88,139.08,139.54,15561708
1526256000,139.58,144.08,138.25,143.04,7046984
1526342400,141.88,144.96,141.08,141.75,5782709
1526428800,142.13,143.08,140.42,141.67,3899072
1526515200,141.75,142.58,138.83,139.25,6783446
1526601600,138.75,140.08,138.13,138.83,5496431
1526860800,138.33,139.33,135.58,137.0,3879174
1526947200,136.88,139.96,136.67,137.63,4612272
1527033600,137.33,139.96,137.13,138.79,3475721
1527120000,138.88,139.83,136.88,137.54,2379880
1527206400,137.83,140.08,137.42,137.75,7705691
1527465600,138.38,141.54,137.96,139.75,11540245
1527552000,140.71,141.17,137.25,138.29,7141778
1527638400,137.08,140.29,137.0,137.75,5414081
1527724800,137.92,142.04,136.75,139.63,29432894
1527811200,139.58,139.58,136.42,136.96,2975864
1528070400,137.33,137.83,134.88,135.04,5021538
1528156800,134.58,135.46,133.33,134.42,2369418
1528243200,134.5,135.88,133.54,135.42,3647491
1528329600,135.0,136.25,134.83,135.42,4624826
1528416000,135.21,135.42,134.0,134.54,2199740
1528675200,134.58,135.5,134.38,134.79,4838495
1528761600,135.0,135.46,134.08,134.42,3082810
1528848000,134.58,134.71,133.33,133.54,6527995
1528934400,133.5,133.5,131.67,132.0,6200255
1529020800,132.08,132.25,128.79,130.04,10800649
1529280000,130.29,131.5,129.92,130.83,2289944
1529366400,131.13,131.13,128.46,130.13,5222522
1529452800,130.67,131.42,129.92,130.88,7262453
1529539200,131.42,131.42,129.08,129.38,9600354
1529625600,129.17,131.83,128.08,131.08,5141890
1529884800,130.88,131.42,127.79,128.88,8198617
1529971200,128.71,130.25,127.96,129.67,6173371
1530057600,130.38,130.38,126.33,128.17,7083916
1530144000,127.5,131.58,124.58,130.33,15010362
1530230400,129.46,134.08,128.0,133.04,6659237
1530489600,132.5,132.63,126.17,127.96,15954402
1530576000,128.33,129.54,126.33,129.17,7506727
1530662400,129.13,129.88,127.08,127.42,11418056
1530748800,127.38,127.92,126.42,126.79,4155312
1530835200,127.0,127.04,124.88,125.13,10642271
1531094400,125.25,126.58,125.21,126.04,5759994
