timestamp,open,high,low,close,volume
1735689600,740.45,751.1,736.0,749.25,7792251
1735776000,759.3,767.35,749.35,765.05,15294572
1735862400,768.0,800.6,761.45,790.4,24773025
1736121600,797.7,797.7,765.3,776.25,16948151
1736208000,776.0,796.95,772.5,793.25,15547971
1736294400,792.6,797.0,781.65,794.95,11861066
1736380800,800.0,810.0,769.45,780.1,17948464
1736467200,780.05,787.95,766.8,774.65,11144005
1736726400,769.0,773.55,748.8,751.0,12230175
1736812800,751.5,779.0,751.5,770.5,11377053
1736899200,771.0,785.0,756.05,763.6,10500910
1736985600,769.9,781.0,767.35,774.35,8680163
1737072000,773.9,785.5,772.25,779.75,7007239
1737331200,780.0,783.0,767.0,774.35,9956101
1737417600,775.0,786.65,758.4,760.75,11657178
1737504000,764.15,765.45,731.0,742.75,12418474
1737590400,742.75,759.7,739.8,752.5,7916689
1737676800,750.05,754.15,732.2,734.1,9513166
1737936000,732.95,732.95,709.3,713.05,14123990
1738022400,716.5,740.85,707.5,728.25,16104653
1738108800,731.5,755.0,726.55,752.5,12461404
1738195200,709.0,710.7,683.2,696.85,59390998
1738281600,706.0,717.0,696.45,716.1,19157717
1738368000,719.5,724.75,700.9,706.55,14087493
1738540800,700.0,700.0,686.0,687.45,17806760
1738627200,696.3,713.35,693.75,710.55,16792005
1738713600,711.0,725.45,710.7,717.05,12907325
1738800000,723.0,723.4,708.15,709.65,10016927
1738886400,711.0,715.95,703.1,706.75,12259132
1739145600,709.75,709.9,693.05,696.0,10981963
1739232000,696.0,697.0,675.1,677.75,11939990
1739318400,680.0,687.55,667.05,684.35,12312424
1739404800,684.35,693.15,679.35,683.85,8490769
1739491200,685.95,690.95,669.15,680.65,9968127
1739750400,678.0,690.7,667.05,686.6,10313575
1739836800,686.6,687.95,672.15,682.4,7810143
1739923200,681.75,690.95,675.05,681.0,9986815
1740009600,680.0,692.85,675.0,689.8,8673335
1740096000,686.0,690.0,671.1,673.2,14577524
1740355200,670.0,676.6,666.0,668.25,8861769
1740441600,667.75,672.5,660.0,661.6,10251257
1740614400,662.0,665.0,645.65,648.55,12281857
1740700800,645.0,645.0,618.45,620.65,20477619
1740960000,620.65,626.85,606.3,621.15,18362700
1741046400,613.45,629.15,613.0,619.2,11878225
1741132800,619.0,641.6,618.6,640.8,12373061
1741219200,653.25,655.95,635.6,639.65,16991501
1741305600,640.0,651.5,635.0,648.3,10123450
1741564800,648.3,654.25,643.35,648.15,10309166
1741651200,640.0,651.15,638.45,648.05,9534750
1741737600,654.5,671.9,652.25,668.3,18732785
1741824000,670.65,671.85,649.6,655.5,14004345
1742169600,665.05,666.45,657.45,661.05,9174408
1742256000,665.0,681.7,663.9,680.05,11236084
1742342400,685.4,685.75,678.55,682.25,9338414
1742428800,685.0,692.7,679.0,690.05,9712600
1742515200,693.0,705.0,688.55,702.95,14823483
1742774400,710.0,717.5,702.05,713.5,11671359
1742860800,719.0,723.05,706.35,710.3,13617465
1742947200,710.3,717.85,707.0,708.25,9363180
1743033600,668.0,676.6,661.1,668.55,34238666
1743120000,671.85,684.95,669.3,674.45,16013687
1743465600,670.55,681.85,665.75,671.85,9594669
1743552000,674.95,675.35,662.1,671.9,8025225
1743638400,660.0,669.0,652.5,653.95,13473832
1743724800,650.0,650.0,610.0,613.85,26621179
1743984000,560.5,582.0,535.75,579.75,49463598
1744070400,591.2,606.6,584.2,588.85,20987855
1744156800,588.0,594.9,581.05,582.9,17483412
1744329600,610.0,612.8,591.0,595.05,21055814
1744675200,614.0,628.3,612.65,622.2,19722072
1744761600,625.0,625.0,613.6,616.05,12318376
1744848000,616.05,627.0,608.25,621.55,14342652
1745193600,624.6,635.75,620.2,630.05,12785568
1745280000,630.25,633.95,626.2,630.85,10292748
1745366400,635.95,661.5,633.35,659.9,23390570
1745452800,660.1,671.0,660.1,668.35,15172229
1745539200,668.35,673.0,651.5,655.25,13207043
1745798400,654.3,669.6,652.55,668.15,10243493
1745884800,671.45,682.9,661.6,665.6,13754685
1745971200,667.0,667.0,641.1,644.25,19485917
1746144000,641.0,661.35,635.55,652.0,13141726
1746403200,662.95,666.65,655.85,661.55,8868484
1746489600,661.55,663.2,645.5,648.2,12718175
1746576000,642.0,682.5,641.15,680.3,30390515
1746662400,700.0,704.5,677.2,682.85,29315465
1746748800,667.5,711.0,666.0,708.5,40183276
1747008000,728.0,732.0,711.2,720.8,20133616
1747094400,720.8,726.0,703.25,707.7,16125700
1747180800,690.0,708.0,686.0,698.95,31505402
1747267200,698.75,729.8,696.15,728.1,28634074
1747353600,730.0,742.0,725.55,730.7,20631512
1747612800,732.0,738.1,728.0,729.5,10460217
1747699200,730.0,737.75,717.0,718.9,14472506
1747785600,719.0,729.5,718.0,726.8,8998596
1747872000,725.0,725.0,710.65,717.45,10046820
1747958400,718.75,721.8,715.0,718.25,7915166
1748217600,722.0,738.0,721.2,729.0,13017400
1748304000,729.0,729.35,715.2,716.45,12223125
1748390400,720.0,722.0,716.2,717.95,7568961
1748476800,724.5,728.7,720.0,724.45,8838921
1748563200,724.45,728.55,712.5,719.5,14533919
